step,time_fs,temperature_K,kinetic_eV,potential_eV,total_eV,pressure_GPa,volume_A3,a_A,b_A,c_A,alpha_deg,beta_deg,gamma_deg
500,500.0,397.8943759166628,51.020354675730154,-996490.9805529913,-996439.9601983156,-0.4998059648313595,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
510,510.0,401.60578410872444,51.49625324019002,-996491.4620107021,-996439.965757462,-0.7414865230235363,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
520,520.0,397.35481010476695,50.951168377154296,-996490.8106823984,-996439.8595140212,-0.7578405792739027,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
530,530.0,389.121269287854,49.89541539811751,-996489.7242121741,-996439.828796776,-1.2028974552487597,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
540,540.0,407.75384787616343,52.284594098894296,-996492.2435317942,-996439.9589376952,-0.6280933520886377,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
550,550.0,404.965888386048,51.9271055526449,-996491.9895427515,-996440.0624371988,-0.42553609482619653,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
560,560.0,413.7212655292638,53.049771451446674,-996493.1449304109,-996440.0951589595,-0.7541385793813613,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
570,570.0,402.2111412172679,51.57387568537339,-996491.6718206556,-996440.0979449702,-0.4591120512166199,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
580,580.0,403.12378062554535,51.69089967244054,-996491.654618151,-996439.9637184786,-0.6749954498980294,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
590,590.0,406.65588972834297,52.14380745421792,-996492.206565084,-996440.0627576298,-0.508217208342261,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
600,600.0,402.726489267605,51.639956640272715,-996491.7693360347,-996440.1293793943,-0.6969351618343168,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
610,610.0,401.7479733549205,51.5144855807585,-996491.5666824412,-996440.0521968604,-0.6179543423287435,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
620,620.0,402.1169987640476,51.56180418689524,-996491.5572580404,-996439.9954538535,-0.8416468161873109,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
630,630.0,397.65791845779586,50.99003471106787,-996490.9989020925,-996440.0088673814,-0.6349129839460267,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
640,640.0,397.87507900878745,51.01788031282498,-996491.0594327805,-996440.0415524676,-0.8238074548835714,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
650,650.0,401.11879594558036,51.433808756652766,-996491.4878936523,-996440.0540848956,-1.0515863131573004,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
660,660.0,399.39675375808343,51.21299838965461,-996491.2214668915,-996440.0084685019,-0.6417454324486487,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
670,670.0,393.66410115011513,50.47792399053178,-996490.468985319,-996439.9910613284,-0.6611704191429125,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
680,680.0,404.51901133796525,51.86980435195037,-996491.8581297466,-996439.9883253947,-0.7431765895202488,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
690,690.0,391.0865533198477,50.14741566356451,-996490.1599877051,-996440.0125720415,-0.5738576375805405,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
700,700.0,397.3161877064083,50.94621598631402,-996491.0087233756,-996440.0625073893,-0.7002709663213205,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
710,710.0,398.8077697688216,51.137475402024435,-996491.0962518457,-996439.9587764437,-0.9690844420437925,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
720,720.0,391.37527470751917,50.18443721625052,-996490.0637627663,-996439.87932555,-0.33434201110815176,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
730,730.0,407.79391962133,52.289732333497795,-996492.2051300056,-996439.9153976721,-0.9575672244432529,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
740,740.0,407.8307658484268,52.29445697322312,-996492.1867876556,-996439.8923306824,-1.0532343750409925,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
750,750.0,412.0143509791844,52.83090083899938,-996492.8348432601,-996440.0039424212,-0.4067186906603032,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
760,760.0,393.2022718671707,50.41870552643265,-996490.5044117669,-996440.0857062405,-0.7342366022528318,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
770,770.0,391.59685719888563,50.21284982518324,-996490.1579002993,-996439.9450504741,-0.9425092203640204,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
780,780.0,390.0650649660094,50.01643442516451,-996489.8444602666,-996439.8280258415,-0.8259504204203655,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
790,790.0,412.0277356119551,52.832617095253546,-996492.7258201602,-996439.893203065,-0.7657543270102932,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
800,800.0,409.861470966736,52.55484591473372,-996492.6200965659,-996440.0652506512,-0.9092193999650977,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
810,810.0,396.27478154727163,50.81268076989324,-996490.7783642701,-996439.9656835002,-0.8098581296301011,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
820,820.0,397.35340239851837,50.95098787278824,-996490.8259747375,-996439.8749868647,-0.7743543420890726,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
830,830.0,397.2895425246761,50.94279938456074,-996490.7707235395,-996439.8279241549,-1.0024907949056205,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
840,840.0,403.0002133263482,51.675055147327974,-996491.5116376922,-996439.8365825448,-0.89677784778117,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
850,850.0,395.4572584450382,50.707853154435085,-996490.643140453,-996439.9352872986,-1.1123133478115295,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
860,860.0,399.3254995751225,51.203861759667255,-996491.177744115,-996439.9738823554,-1.2532203651419997,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
870,870.0,397.61253261891096,50.98421507214528,-996490.954166783,-996439.9699517109,-0.5101806839822333,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
880,880.0,402.2131031312586,51.574127253512344,-996491.6581492589,-996440.0840220054,-0.713066370224839,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
890,890.0,407.2448777359061,52.21933095709828,-996492.2530461863,-996440.0337152292,-0.8455137635139379,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
900,900.0,403.8359359102185,51.78221640725116,-996491.6709374741,-996439.8887210669,-0.3017463368117429,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
910,910.0,404.3116816080488,51.843219315831696,-996491.847114493,-996440.0038951772,-0.2880238887452266,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
920,920.0,406.4054949922148,52.111700369977875,-996492.0804579515,-996439.9687575815,-0.5103238356630707,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
930,930.0,387.2943238923227,49.66115372543501,-996489.5776558457,-996439.9165021202,-0.3497826040934542,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
940,940.0,396.27324596366594,50.812483868341126,-996490.6727126339,-996439.8602287655,-0.19870027731087814,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
950,950.0,408.7003241837054,52.405956851991064,-996492.3631894547,-996439.9572326026,-0.720237075379983,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
960,960.0,391.4504182015025,50.194072556548484,-996490.2190988421,-996440.0250262856,-0.7372683219117007,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
970,970.0,401.69626976877765,51.5078558431631,-996491.5186416158,-996440.0107857726,-0.7764534666562692,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
980,980.0,386.23665030229455,49.52553260344736,-996489.4764066598,-996439.9508740563,-0.6853220755907871,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
990,990.0,386.0164911098557,49.49730249826562,-996489.3922511353,-996439.894948637,-0.7164185606575231,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1000,1000.0,399.0614313556895,51.170001381060445,-996491.1564858828,-996439.9864845017,-1.114257490206668,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1010,1010.0,402.36194683277654,51.5932128674399,-996491.550074129,-996439.9568612616,-0.956674883209626,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1020,1020.0,395.668956665144,50.73499834403254,-996490.6119992096,-996439.8770008656,-0.7206653178742803,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1030,1030.0,401.14932279593904,51.43772308876376,-996491.2524965185,-996439.8147734298,-0.6507874370898472,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1040,1040.0,404.2063559322592,51.82971383884961,-996491.545536857,-996439.7158230181,-0.9169172441995944,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1050,1050.0,401.59818349837457,51.4952786452742,-996491.1339045623,-996439.638625917,-0.46976605674313804,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1060,1060.0,398.6528752380294,51.11761391521619,-996490.8626585844,-996439.7450446691,-0.6515214136870094,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1070,1070.0,408.35251260480277,52.36135840780583,-996492.2345148048,-996439.873156397,-0.6588697879144915,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1080,1080.0,399.6426117133892,51.244523741202116,-996491.1608626307,-996439.9163388895,-0.6173495391928812,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1090,1090.0,398.98452040823645,51.160139407494064,-996490.9338687935,-996439.773729386,-0.7398066580751531,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1100,1100.0,400.71684048894605,51.38226766634688,-996491.1303717365,-996439.7481040701,-0.49440927690792746,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1110,1110.0,410.138741425189,52.59039916199634,-996492.4812715867,-996439.8908724247,-0.5732811352205829,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1120,1120.0,403.13396656528585,51.692205773480715,-996491.6367365204,-996439.944530747,-0.7801208507865574,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1130,1130.0,395.3249478722174,50.690887515408114,-996490.5981778237,-996439.9072903083,-0.5300103135684108,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1140,1140.0,398.3588071193389,51.07990677326463,-996491.028695031,-996439.9487882577,-0.7562377978135923,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1150,1150.0,403.7285174448708,51.76844258049592,-996491.8264436384,-996440.058001058,-0.5183736052927236,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1160,1160.0,408.96317377318644,52.439660970705475,-996492.5802724013,-996440.1406114306,-0.6804687561235405,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1170,1170.0,410.12389007976213,52.58849483522785,-996492.6268932351,-996440.0383984,-0.3162948163842801,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1180,1180.0,401.1086087421488,51.432502493574695,-996491.430695017,-996439.9981925234,-0.8559947137140622,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1190,1190.0,403.7594338957028,51.77240686946866,-996491.8096922288,-996440.0372853593,-0.8988157211827276,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1200,1200.0,389.93829043129716,50.00017864947035,-996489.9614108056,-996439.9612321561,-0.5403806432120336,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1210,1210.0,404.0633932964416,51.811382329719855,-996491.8319308978,-996440.0205485681,-0.9490238193660112,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1220,1220.0,409.33655076577713,52.48753756244128,-996492.5567879357,-996440.0692503732,-0.9290986437667964,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1230,1230.0,406.59214699288026,52.135633986161686,-996492.2441238303,-996440.1084898441,-0.6349148469013419,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1240,1240.0,407.83884150504514,52.29549248136259,-996492.4649943055,-996440.1695018242,-0.5558945345331281,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1250,1250.0,401.36162271141956,51.46494543127737,-996491.6457988773,-996440.180853446,-0.603998132652095,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1260,1260.0,391.0347618496792,50.14077465696298,-996490.2569473105,-996440.1161726535,-0.5864906854841759,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1270,1270.0,401.74974899109844,51.51471326326185,-996491.6005427116,-996440.0858294483,-0.5187578938659614,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1280,1280.0,401.7652010357561,51.516694615215066,-996491.5601151271,-996440.0434205119,-0.8860019501913147,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1290,1290.0,388.5257244218684,49.81905113632593,-996489.7894905267,-996439.9704393903,-0.9410335761749057,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1300,1300.0,405.2589364625606,51.96468189879523,-996491.9221596773,-996439.9574777784,-0.9318103564933005,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1310,1310.0,390.8505762651036,50.11715729914143,-996489.9585048073,-996439.8413475081,-0.966134348195128,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1320,1320.0,396.70050624098883,50.8672696914321,-996490.6770391862,-996439.8097694948,-0.8014129934278799,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1330,1330.0,404.9413211112785,51.92395539233095,-996491.8129306295,-996439.8889752371,-0.8325793611014657,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1340,1340.0,401.2658973226846,51.452670959507124,-996491.2359859522,-996439.7833149927,-0.6187790709637259,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1350,1350.0,424.5479204426894,54.43802875556702,-996494.2693274555,-996439.8312987,-0.6988793279245336,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1360,1360.0,408.88141907695257,52.429177903211375,-996492.3585813096,-996439.9294034063,-0.48182316312802104,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1370,1370.0,399.81277935494006,51.266343636007754,-996491.1590748045,-996439.8927311685,-0.44291995021570246,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1380,1380.0,413.37263465065774,53.00506795183974,-996492.9524983945,-996439.9474304427,-0.9973564170369278,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1390,1390.0,407.5628284793011,52.260100469509844,-996492.2115976373,-996439.9514971678,-1.1690089471964622,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1400,1400.0,402.6314364510553,51.62776840965971,-996491.6170543069,-996439.9892858972,-0.6209084508013423,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1410,1410.0,409.5662814081784,52.516994975173475,-996492.5799195956,-996440.0629246205,-1.1689839997844802,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1420,1420.0,397.64824902378547,50.988794839427094,-996491.1912397289,-996440.2024448895,-1.3052368578644205,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1430,1430.0,407.9225120651689,52.30622121218116,-996492.5734194991,-996440.267198287,-1.0584444019093124,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1440,1440.0,407.9750353484422,52.31295605615868,-996492.7002340382,-996440.387277982,-1.2638552876895321,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1450,1450.0,388.8491926094561,49.86052812784917,-996490.3173120557,-996440.4567839279,-1.3535352317458176,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1460,1460.0,411.47170106494315,52.7613190787004,-996493.3294126916,-996440.5680936129,-0.9744581685614944,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1470,1470.0,404.129871156446,51.81990651151482,-996492.5128883682,-996440.6929818568,-0.5875759683107142,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1480,1480.0,404.3627594852067,51.84976882134475,-996492.6211185816,-996440.7713497602,-0.7423484362860089,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1490,1490.0,405.38588498646175,51.98095998440545,-996492.6846602473,-996440.7037002629,-0.7505487813670746,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1500,1500.0,398.0531087338017,51.04070833016532,-996491.7734389107,-996440.7327305806,-0.1776891883608269,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1510,1510.0,388.1659375192389,49.77291714577241,-996490.5158119984,-996440.7428948527,-0.6446566093197619,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1520,1520.0,405.3440209565796,51.97559193252529,-996492.6912462307,-996440.7156542982,-0.6812407501481764,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1530,1530.0,401.79386734287044,51.5203703775398,-996492.320865217,-996440.8004948394,-0.8575615151366508,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1540,1540.0,388.6305988261874,49.83249874862865,-996490.5494529256,-996440.7169541769,-0.8224834379661085,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1550,1550.0,390.36112189816646,50.05439658446386,-996490.6677578646,-996440.6133612801,-0.6004413386307512,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1560,1560.0,402.52135405391186,51.613652997917896,-996492.1434373409,-996440.529784343,-0.9614975069115972,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1570,1570.0,391.615633504172,50.2152574333657,-996490.6593426081,-996440.4440851747,-0.9238290178967624,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1580,1580.0,391.2685341625404,50.17075031642805,-996490.6015209209,-996440.4307706044,-0.39419634084074096,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
1590,1590.0,406.9422442728234,52.18052551636379,-996492.6340081417,-996440.4534826253,-0.6627485477783233,8400.603278116288,22.088,16.962,22.428,90.0,91.30999999999999,90.0
